id,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,trip_duration,hour,dayofweek,is_rush_hour,time_period
id2249996,2016-01-17 02:08:04,-74.00818634033203,40.73888397216797,-73.95528411865236,40.72013854980469,1,1246,2,6,False,Night
id1237280,2016-01-17 02:04:12,-73.98360443115236,40.738563537597656,-73.968505859375,40.75618743896485,1,369,2,6,False,Night
id2519961,2016-01-16 00:58:18,-73.97284698486328,40.78434371948242,-74.01546478271484,40.71576690673828,1,1241,0,5,False,Night
id3046190,2016-01-03 01:24:48,-73.98368835449219,40.72964859008789,-73.95934295654298,40.777339935302734,6,805,1,6,False,Night
id3496216,2016-01-26 06:53:58,-73.98179626464844,40.75589370727539,-73.9921875,40.74887466430664,2,300,6,1,False,Night
id0179654,2016-01-19 06:35:43,-73.99098205566406,40.751365661621094,-73.9748306274414,40.74198532104492,1,411,6,1,False,Night
id3992781,2016-01-16 00:28:32,-73.99439239501953,40.725799560546875,-73.9825210571289,40.76435852050781,1,970,0,5,False,Night
id2390648,2016-01-27 01:06:37,-74.00035095214844,40.73771286010742,-73.98779296875,40.722599029541016,6,573,1,2,False,Night
id1803503,2016-01-09 00:29:16,-73.98809814453125,40.73768615722656,-73.99403381347656,40.73244857788086,1,388,0,5,False,Night
id0314347,2016-01-15 01:15:42,-73.97792053222656,40.7646598815918,-73.99221801757812,40.74814987182618,6,486,1,4,False,Night
id3739509,2016-01-13 06:45:07,-73.98314666748047,40.76664733886719,-73.97440338134764,40.75649642944336,4,280,6,2,False,Night
id3478042,2016-01-18 01:14:07,-73.99156951904298,40.726348876953125,-74.00682830810547,40.73051452636719,2,383,1,0,False,Night
id1481182,2016-01-13 06:42:56,-74.00775146484375,40.73218536376953,-73.98383331298828,40.76124572753906,1,793,6,2,False,Night
id3300679,2016-01-10 01:34:26,-73.98932647705078,40.73017120361328,-74.01587677001953,40.717681884765625,1,800,1,6,False,Night
id1442216,2016-01-22 04:46:29,-73.99393463134764,40.74139022827149,-73.98440551757812,40.758209228515625,1,213,4,4,False,Night
id2236655,2016-01-09 01:23:20,-73.99324035644531,40.722259521484375,-73.98233032226562,40.74005889892578,1,443,1,5,False,Night
id3295109,2016-01-21 00:14:59,-74.00582122802734,40.74036407470703,-74.00032806396484,40.73015213012695,1,406,0,3,False,Night
id1932121,2016-01-04 06:54:52,-73.97248840332033,40.75639724731445,-73.86418914794922,40.76985549926758,1,1121,6,0,False,Night
id3995790,2016-01-30 00:33:56,-73.96399688720702,40.76757049560547,-73.96378326416016,40.76286315917969,1,93,0,5,False,Night
id0423130,2016-01-10 00:49:12,-73.98596954345702,40.73285675048828,-73.97712707519531,40.752243041992195,1,560,0,6,False,Night
id0770321,2016-01-06 06:48:53,-73.96797943115236,40.8011360168457,-73.95243835449219,40.78955841064453,1,513,6,2,False,Night
id1129435,2016-01-23 06:31:58,-73.78189849853516,40.64472579956055,-73.96121215820312,40.7977180480957,1,5773,6,5,False,Night
id2831562,2016-01-10 02:57:08,-73.98812866210938,40.665035247802734,-74.00310516357422,40.72755813598633,1,1190,2,6,False,Night
id1714359,2016-01-23 00:00:54,-73.99171447753906,40.72706604003906,-73.99004364013672,40.723285675048835,3,289,0,5,False,Night
id3725591,2016-01-01 05:00:00,-73.96876525878906,40.78604888916016,-74.01167297363281,40.7144660949707,1,1300,5,4,False,Night
id2853164,2016-01-01 00:49:42,-74.00019836425781,40.728633880615234,-73.9691162109375,40.757911682128906,6,3238,0,4,False,Night
id2024662,2016-01-03 00:29:05,-73.98566436767578,40.73167037963867,-73.98281860351562,40.77705383300781,1,1111,0,6,False,Night
id3861599,2016-01-19 05:03:38,-74.00635528564453,40.7336311340332,-73.78327941894531,40.64388656616211,1,1661,5,1,False,Night
id1522743,2016-01-22 06:13:58,-73.9862060546875,40.762203216552734,-73.95388793945312,40.765357971191406,1,704,6,4,False,Night
id3669633,2016-01-03 00:25:27,-73.97235107421875,40.754730224609375,-74.01461791992188,40.709571838378906,1,677,0,6,False,Night
id0660302,2016-01-14 06:22:27,-73.96452331542967,40.76055145263672,-73.97980499267578,40.73932647705078,1,354,6,3,False,Night
id1436556,2016-01-03 03:19:41,-73.99068450927734,40.760780334472656,-73.99976348876953,40.74369812011719,2,357,3,6,False,Night
id1348170,2016-01-10 00:22:10,-73.97944641113281,40.739990234375,-73.98892974853516,40.72030258178711,1,852,0,6,False,Night
id3829176,2016-01-10 01:42:45,-73.99329376220702,40.719478607177734,-74.03273010253906,40.617713928222656,1,1109,1,6,False,Night
id0645555,2016-01-10 03:05:50,-73.99925231933594,40.717430114746094,-73.9802474975586,40.74264907836914,1,780,3,6,False,Night
id1626484,2016-01-06 04:28:07,-73.96227264404298,40.77614974975586,-73.97100067138672,40.759090423583984,1,262,4,2,False,Night
id3482592,2016-01-07 06:00:20,-73.97002410888672,40.76046371459961,-73.95440673828125,40.76721954345703,2,400,6,3,False,Night
id0611632,2016-01-27 00:08:43,-73.98331451416016,40.76633834838867,-73.97712707519531,40.78354263305664,1,490,0,2,False,Night
id2362087,2016-01-01 01:39:26,-73.9994888305664,40.75901794433594,-74.18167877197266,40.69661712646485,1,1412,1,4,False,Night
id3598565,2016-01-19 02:45:48,-74.00484466552734,40.740779876708984,-73.9826431274414,40.775596618652344,1,402,2,1,False,Night
id3116951,2016-01-09 05:35:22,-73.96863555908203,40.7645149230957,-73.9841079711914,40.75945663452149,1,296,5,5,False,Night
id0993455,2016-01-23 01:38:13,-73.98079681396484,40.74214172363281,-73.94783020019531,40.79019927978515,1,1030,1,5,False,Night
id1048330,2016-01-30 00:34:13,-73.9914779663086,40.743160247802734,-73.96713256835938,40.760799407958984,1,1051,0,5,False,Night
id1134782,2016-01-01 03:38:57,-73.99297332763672,40.69449996948242,-73.97895050048828,40.692420959472656,2,542,3,4,False,Night
id3024498,2016-01-23 05:09:19,-73.96011352539062,40.76211166381836,-73.96533966064453,40.75914001464844,1,443,5,5,False,Night
id2067164,2016-01-02 01:46:52,-73.99945068359375,40.728458404541016,-73.99314880371094,40.752498626708984,1,560,1,5,False,Night
id2880611,2016-01-17 01:54:01,-73.99742126464844,40.72106170654297,-73.98870849609375,40.742919921875,1,545,1,6,False,Night
id3765871,2016-01-21 00:45:57,-73.98973846435547,40.75659942626953,-73.84806060791016,40.818721771240234,1,1358,0,3,False,Night
id3170286,2016-01-06 02:10:08,-73.97840881347656,40.745235443115234,-73.98761749267578,40.72882461547851,1,315,2,2,False,Night
id1466728,2016-01-07 01:42:04,-73.95208740234375,40.804058074951165,-73.95002746582033,40.77738952636719,1,499,1,3,False,Night
id3148518,2016-01-31 00:02:11,-73.98908233642578,40.68863677978515,-73.9779281616211,40.76383590698242,1,1569,0,6,False,Night
id1553159,2016-01-17 01:16:40,-73.976318359375,40.73992919921875,-73.95468139648438,40.767189025878906,1,343,1,6,False,Night
id0142607,2016-01-02 00:05:43,-73.99156188964844,40.759674072265625,-73.99758911132812,40.755592346191406,1,169,0,5,False,Night
id2024760,2016-01-22 01:39:33,-73.97560119628906,40.75838088989258,-73.97560119628906,40.75838088989258,2,426,1,4,False,Night
id1485920,2016-01-29 03:01:04,-73.99121856689453,40.75626373291016,-73.99971008300781,40.72727584838867,1,805,3,4,False,Night
id0670452,2016-01-03 02:38:52,-73.98986053466797,40.72925567626953,-73.99192810058594,40.72198867797851,1,237,2,6,False,Night
id2704041,2016-01-20 06:44:31,-73.9796142578125,40.784038543701165,-73.95492553710938,40.78580093383789,1,551,6,2,False,Night
id2982284,2016-01-19 06:16:57,-73.98892211914062,40.736610412597656,-73.97005462646484,40.752593994140625,1,415,6,1,False,Night
id1215324,2016-01-29 06:49:57,-73.97930145263672,40.754913330078125,-73.95430755615236,40.764137268066406,1,804,6,4,False,Night
id1120337,2016-01-25 05:48:40,-73.99961853027344,40.743751525878906,-74.00818634033203,40.746429443359375,1,428,5,0,False,Night
id2106342,2016-01-12 06:43:54,-73.99088287353516,40.756561279296875,-74.01306915283203,40.717342376708984,1,784,6,1,False,Night
id2926990,2016-01-05 06:43:29,-74.01018524169922,40.7199821472168,-74.0115737915039,40.70789337158203,1,287,6,1,False,Night
id0817388,2016-01-14 05:36:50,-73.95549011230469,40.788433074951165,-73.97914123535156,40.75851821899414,1,289,5,3,False,Night
id0419270,2016-01-28 01:03:20,-73.98578643798828,40.71913146972656,-74.00225067138672,40.726409912109375,6,396,1,3,False,Night
id1381498,2016-01-01 04:14:20,-74.00215148925781,40.740238189697266,-73.94790649414062,40.77888870239258,1,959,4,4,False,Night
id0551538,2016-01-29 00:26:06,-73.87445831298828,40.77400970458984,-73.97931671142578,40.786380767822266,1,1351,0,4,False,Night
id3525405,2016-01-03 01:03:34,-73.9609603881836,40.76168441772461,-73.9646987915039,40.75582504272461,1,241,1,6,False,Night
id2191056,2016-01-03 02:32:32,-74.00214385986328,40.739654541015625,-74.0015640258789,40.74126434326172,1,199,2,6,False,Night
id3538646,2016-01-27 06:08:20,-73.78627014160156,40.64332962036133,-74.00508117675781,40.70891189575195,1,3133,6,2,False,Night
id1542565,2016-01-07 00:43:22,-73.98197937011719,40.77146911621094,-73.9764633178711,40.78744888305664,1,274,0,3,False,Night
id2745084,2016-01-05 06:25:48,-73.97816467285156,40.78806686401367,-73.99505615234375,40.750099182128906,1,1335,6,1,False,Night
id1716643,2016-01-31 02:31:06,-74.00285339355469,40.73359680175781,-73.94779205322266,40.787357330322266,2,1406,2,6,False,Night
id1420741,2016-01-01 04:15:30,-73.98174285888672,40.76387023925781,-73.98613739013672,40.7442512512207,1,341,4,4,False,Night
id0533293,2016-01-16 03:35:51,-73.9913101196289,40.76043701171875,-73.99797058105469,40.74762344360352,1,150,3,5,False,Night
id3683658,2016-01-09 00:32:48,-73.98604583740233,40.72652053833008,-73.99488067626953,40.7438850402832,1,516,0,5,False,Night
id3144179,2016-01-10 03:48:15,-73.97126007080078,40.761104583740234,-73.96609497070312,40.75818634033203,2,110,3,6,False,Night
id0482532,2016-01-21 06:57:03,-73.95601654052734,40.77255630493164,-73.97257232666016,40.75982666015625,1,398,6,3,False,Night
id2841017,2016-01-20 04:44:20,-73.98461151123047,40.72447967529297,-73.92776489257812,40.68962097167969,6,869,4,2,False,Night
id1544605,2016-01-02 03:31:39,-73.97000122070312,40.753143310546875,-73.98153686523438,40.76457977294922,1,323,3,5,False,Night
id3648436,2016-01-17 00:33:26,-73.98868560791016,40.72220230102539,-73.99266815185547,40.74311447143555,1,851,0,6,False,Night
id1436179,2016-01-01 00:07:47,-73.98626708984375,40.732769012451165,-73.96098327636719,40.760990142822266,2,603,0,4,False,Night
id3183802,2016-01-03 03:26:04,-73.98950958251953,40.730270385742195,-73.9879379272461,40.75973129272461,2,636,3,6,False,Night
id3602672,2016-01-31 01:00:31,-73.98876953125,40.69245910644531,-73.95291137695312,40.74613952636719,1,994,1,6,False,Night
id0398095,2016-01-01 02:42:52,-73.99462890625,40.71934127807618,-73.9220199584961,40.75539016723633,1,1268,2,4,False,Night
id1145863,2016-01-23 01:46:24,-74.0027084350586,40.73382186889648,-74.0080795288086,40.71498107910156,1,419,1,5,False,Night
id2957769,2016-01-16 02:03:03,-73.9936752319336,40.72146987915039,-73.9858627319336,40.726768493652344,2,411,2,5,False,Night
id1474235,2016-01-16 01:38:22,-73.96666717529298,40.80401992797851,-73.95687866210938,40.80685043334961,1,362,1,5,False,Night
id3053145,2016-01-06 06:15:25,-74.0084457397461,40.734806060791016,-73.9890365600586,40.73395538330078,1,334,6,2,False,Night
id0401116,2016-01-07 06:43:16,-73.94661712646484,40.77666473388672,-73.97924041748047,40.76041412353515,1,690,6,3,False,Night
id2459894,2016-01-17 01:37:07,-73.99565124511719,40.730758666992195,-73.92058563232422,40.75707244873047,1,1502,1,6,False,Night
id2320149,2016-01-30 04:24:36,-73.98394775390625,40.74332809448242,-73.96601867675781,40.800640106201165,1,1044,4,5,False,Night
id2941306,2016-01-03 03:40:09,-74.00179290771484,40.735130310058594,-73.98466491699219,40.77011489868164,1,636,3,6,False,Night
id1587879,2016-01-22 00:45:34,-73.9683609008789,40.76496505737305,-74.00206756591797,40.732940673828125,1,946,0,4,False,Night
id1927857,2016-01-02 02:57:12,-73.97135162353516,40.76244354248047,-73.81471252441406,40.78561019897461,1,1334,2,5,False,Night
id1293733,2016-01-28 04:47:16,-73.98212432861328,40.77452850341797,-73.87023162841797,40.773090362548835,1,1353,4,3,False,Night
id2494715,2016-01-09 02:54:49,-73.9832992553711,40.75096130371094,-73.97769165039062,40.71329116821289,5,587,2,5,False,Night
id3059896,2016-01-17 01:01:43,-73.97763061523438,40.78401947021485,-74.01190948486328,40.70466995239258,6,1128,1,6,False,Night
id2448810,2016-01-10 03:17:07,-73.98848724365236,40.72898864746094,-73.975830078125,40.73326873779297,1,352,3,6,False,Night
id0113283,2016-01-19 06:27:23,-73.77664184570312,40.645294189453125,-73.97293853759767,40.76036071777344,5,4425,6,1,False,Night
id1509312,2016-01-23 00:58:54,-73.97850799560547,40.74514389038086,-73.9560546875,40.7761344909668,5,619,0,5,False,Night
id1099051,2016-01-16 00:09:22,-74.00122833251953,40.74673080444336,-74.00135803222656,40.75156021118164,5,189,0,5,False,Night
id0521240,2016-01-04 01:55:09,-73.93121337890625,40.686981201171875,-73.62522888183594,40.69117736816406,1,1864,1,0,False,Night
id3355243,2016-01-01 03:27:44,-73.98206329345702,40.7464599609375,-73.9790267944336,40.76219177246094,1,349,3,4,False,Night
id0402519,2016-01-01 01:29:45,-73.99250030517578,40.72455596923828,-73.97023010253906,40.68967819213867,6,793,1,4,False,Night
id1679674,2016-01-01 01:18:04,-73.91959381103516,40.7717170715332,-73.95321655273438,40.786968231201165,5,1091,1,4,False,Night
id2518495,2016-01-03 04:10:05,-73.98412322998047,40.72518539428711,-73.98828887939453,40.72295379638672,1,226,4,6,False,Night
id3175629,2016-01-03 05:14:27,-73.94145965576172,40.7003173828125,-73.97894287109375,40.696044921875,1,565,5,6,False,Night
id3858081,2016-01-16 06:51:04,-73.95478057861328,40.82078170776367,-73.99517822265625,40.75981140136719,6,662,6,5,False,Night
id3048184,2016-01-30 00:53:37,-73.92108917236328,40.743282318115234,-73.8906478881836,40.74729537963867,2,681,0,5,False,Night
id0543545,2016-01-23 05:58:37,-73.98578643798828,40.74702072143555,-73.96575164794922,40.80527114868164,1,1312,5,5,False,Night
id0351537,2016-01-27 00:10:09,-73.99290466308594,40.713958740234375,-73.98804473876953,40.68997573852539,1,587,0,2,False,Night
id1654652,2016-01-18 03:23:57,-73.98793029785156,40.72135925292969,-73.95989990234375,40.71390151977539,1,452,3,0,False,Night
id1135665,2016-01-09 00:18:41,-73.98846435546875,40.73140335083008,-73.97541809082033,40.73127746582031,1,419,0,5,False,Night
id1377427,2016-01-08 06:38:36,-73.95782470703125,40.76194381713867,-73.95333862304688,40.77263641357422,4,310,6,4,False,Night
id3758066,2016-01-02 01:45:28,-73.99481964111328,40.72138977050781,-73.9855728149414,40.72705841064453,1,214,1,5,False,Night
id1542251,2016-01-04 01:15:36,-74.0054931640625,40.746131896972656,-73.9197998046875,40.865821838378906,1,2241,1,0,False,Night
id0033924,2016-01-17 02:02:43,-73.98233032226562,40.76271057128906,-73.9826889038086,40.76222229003906,1,83,2,6,False,Night
id0498224,2016-01-01 01:53:04,-73.96829223632812,40.762008666992195,-73.9835433959961,40.73897171020508,1,408,1,4,False,Night
id3417196,2016-01-05 01:34:51,-73.97988891601562,40.668907165527344,-73.9620132446289,40.68650436401367,1,822,1,1,False,Night
id1803665,2016-01-22 00:22:25,-73.97904968261719,40.76676177978515,-73.97251892089844,40.761260986328125,1,507,0,4,False,Night
id0470144,2016-01-17 01:32:09,-74.00272369384764,40.73381423950195,-73.99983978271484,40.745059967041016,1,693,1,6,False,Night
id1354252,2016-01-30 03:40:09,-73.99366760253906,40.72732162475586,-73.996826171875,40.74254608154297,1,468,3,5,False,Night
id1894220,2016-01-03 02:54:01,-73.95256805419922,40.77676773071289,-73.98250579833984,40.71134948730469,1,1152,2,6,False,Night
id0494415,2016-01-19 06:01:40,-73.97730255126953,40.74690246582031,-73.98268127441406,40.73526763916016,2,185,6,1,False,Night
id1012732,2016-01-31 04:24:41,-74.00181579589844,40.74013900756836,-73.98565673828125,40.73237609863281,1,439,4,6,False,Night
id1076095,2016-01-29 03:54:18,-73.97468566894531,40.7570915222168,-73.87237548828125,40.77451705932618,1,1244,3,4,False,Night
id3658278,2016-01-08 02:23:44,-73.99703216552734,40.737430572509766,-73.98422241210938,40.729148864746094,5,353,2,4,False,Night
id0476444,2016-01-10 02:55:33,-73.98835754394531,40.734580993652344,-73.9963607788086,40.66796875,1,1523,2,6,False,Night
id0119232,2016-01-20 02:08:53,-74.00595092773438,40.7357292175293,-73.93217468261719,40.695255279541016,1,1357,2,2,False,Night
id1902566,2016-01-05 06:09:14,-73.98209381103516,40.76896667480469,-73.94026184082033,40.80553436279297,1,853,6,1,False,Night
id0839871,2016-01-05 05:46:33,-73.98714447021484,40.72935485839844,-73.98405456542967,40.754791259765625,6,655,5,1,False,Night
id1492879,2016-01-31 04:21:39,-73.88233947753906,40.747928619384766,-73.88509368896484,40.74853515625,1,239,4,6,False,Night
id3144737,2016-01-22 01:05:52,-73.98541259765625,40.75965881347656,-73.98580932617188,40.75030899047851,1,316,1,4,False,Night
id3160220,2016-01-29 06:08:12,-73.98046112060547,40.74283981323242,-73.97509765625,40.75182342529297,1,145,6,4,False,Night
id1006302,2016-01-13 05:00:56,-73.9974136352539,40.736812591552734,-73.99114990234375,40.74983978271485,1,220,5,2,False,Night
id3093374,2016-01-12 00:31:01,-73.95606231689453,40.77201843261719,-73.96078491210938,40.76728057861328,1,80,0,1,False,Night
id3799212,2016-01-08 06:58:17,-74.00088500976562,40.74549102783203,-73.9765853881836,40.76007080078125,5,610,6,4,False,Night
id1853800,2016-01-31 00:20:37,-74.00523376464844,40.728759765625,-73.99857330322266,40.719879150390625,1,325,0,6,False,Night
id0404862,2016-01-12 00:21:59,-73.97843933105469,40.75026321411133,-74.01602172851562,40.71507263183594,1,1313,0,1,False,Night
id3753141,2016-01-11 00:58:53,-73.9894790649414,40.72611618041992,-73.95217895507812,40.733272552490234,1,708,0,0,False,Night
id2932081,2016-01-13 00:10:57,-73.99691009521484,40.73244857788086,-73.96347045898438,40.77516174316406,2,936,0,2,False,Night
id0831746,2016-01-10 00:45:09,-74.00225067138672,40.73442840576172,-74.00128173828125,40.7293701171875,1,456,0,6,False,Night
id2973618,2016-01-02 00:55:16,-73.9804458618164,40.7606086730957,-73.9923095703125,40.745262145996094,1,345,0,5,False,Night
id0653932,2016-01-31 00:47:10,-73.98268127441406,40.77168273925781,-74.0025863647461,40.71881866455078,1,1366,0,6,False,Night
id0127046,2016-01-03 01:30:49,-73.99002838134764,40.72933197021485,-73.95230102539062,40.78129196166992,2,821,1,6,False,Night
id2455229,2016-01-09 05:40:16,-73.99886322021484,40.753963470458984,-73.91389465332033,40.74503326416016,1,963,5,5,False,Night
id1272748,2016-01-30 02:10:14,-73.98358154296875,40.73176956176758,-73.9446792602539,40.82154083251953,1,1224,2,5,False,Night
id3449982,2016-01-05 01:20:23,-73.98136901855469,40.78396987915039,-73.98648071289062,40.777000427246094,1,157,1,1,False,Night
id0073783,2016-01-01 00:58:00,-73.96746063232422,40.756000518798835,-73.9765396118164,40.75186538696289,2,446,0,4,False,Night
id0985058,2016-01-17 02:39:59,-73.98091125488281,40.72052383422851,-73.9420623779297,40.68717575073242,2,1011,2,6,False,Night
id3483926,2016-01-17 00:14:39,-73.95315551757812,40.78596115112305,-73.98741149902344,40.77945709228515,1,597,0,6,False,Night
id1228682,2016-01-14 02:39:33,-74.00395965576172,40.7519416809082,-73.99150085449219,40.76512908935547,1,192,2,3,False,Night
id3032467,2016-01-27 00:04:43,-73.98643493652344,40.76677703857422,-73.9744644165039,40.78840255737305,1,396,0,2,False,Night
id3579669,2016-01-08 05:12:59,-73.9951171875,40.72610855102539,-73.94891357421875,40.69403839111328,1,1239,5,4,False,Night
id2394101,2016-01-17 04:02:53,-73.95832061767578,40.80018997192382,-73.93701934814453,40.82950973510742,1,529,4,6,False,Night
id1909015,2016-01-05 06:22:49,-73.98404693603516,40.743507385253906,-73.97570037841797,40.75318145751953,1,193,6,1,False,Night
id0553410,2016-01-16 00:21:52,-74.00041198730469,40.74614334106445,-73.98526763916016,40.73570251464844,3,916,0,5,False,Night
id3506766,2016-01-09 00:15:26,-73.98860931396484,40.73883056640625,-73.98461151123047,40.74449920654297,1,321,0,5,False,Night
id3091229,2016-01-17 02:51:25,-73.99752044677734,40.721214294433594,-73.97989654541016,40.73494720458984,1,495,2,6,False,Night
id0289568,2016-01-10 05:29:33,-73.98628997802734,40.74728012084961,-73.9869613647461,40.746822357177734,1,129,5,6,False,Night
id3718977,2016-01-17 02:44:36,-74.00714111328125,40.744041442871094,-74.00273132324219,40.74995803833008,1,88,2,6,False,Night
id1352169,2016-01-14 02:00:59,-73.98048400878906,40.76742935180664,-73.96753692626953,40.761749267578125,1,202,2,3,False,Night
id0007685,2016-01-27 06:48:30,-73.9783706665039,40.75246810913086,-73.95539093017578,40.7646598815918,1,597,6,2,False,Night
id2121461,2016-01-16 03:27:32,-73.98934173583984,40.71881103515625,-73.97293090820312,40.74354934692382,1,598,3,5,False,Night
id3000150,2016-01-04 00:10:02,-73.98480987548828,40.74796676635742,-73.98921203613281,40.75783920288086,1,323,0,0,False,Night
id3333346,2016-01-31 00:15:57,-73.96131896972656,40.81842041015625,-73.96510314941406,40.804447174072266,1,378,0,6,False,Night
id2415429,2016-01-31 03:54:56,-73.9867935180664,40.759273529052734,-73.9954833984375,40.7260856628418,1,1147,3,6,False,Night
id1801800,2016-01-10 01:45:03,-74.00228118896484,40.73969650268555,-73.99528503417967,40.74139022827149,5,154,1,6,False,Night
id3572684,2016-01-08 06:42:05,-73.99930572509767,40.72817611694336,-73.97576141357422,40.732696533203125,1,532,6,4,False,Night
id1601037,2016-01-28 00:18:06,-73.87094116210938,40.773807525634766,-73.92008972167967,40.76631164550781,2,441,0,3,False,Night
id1092666,2016-01-03 03:09:20,-73.98854064941406,40.73458480834961,-73.98146057128906,40.720741271972656,1,420,3,6,False,Night
id2619480,2016-01-14 00:26:01,-73.98148345947266,40.749698638916016,-73.97555541992188,40.757755279541016,5,143,0,3,False,Night
id2206530,2016-01-09 01:45:00,-73.9400863647461,40.75096893310547,-73.91561889648438,40.760601043701165,1,650,1,5,False,Night
id1454938,2016-01-23 02:43:13,-73.98916625976562,40.69223403930664,-74.01078033447266,40.67216110229492,1,692,2,5,False,Night
id0031819,2016-01-29 03:40:49,-73.98158264160156,40.75851058959961,-73.9808120727539,40.764793395996094,1,87,3,4,False,Night
id0377693,2016-01-01 02:00:04,-74.00508880615236,40.72159576416016,-73.98006439208984,40.73588180541992,1,821,2,4,False,Night
id0728787,2016-01-01 03:22:45,-73.99549102783203,40.74952697753906,-73.99687194824219,40.75441360473633,1,182,3,4,False,Night
id0454355,2016-01-01 03:18:42,-73.9993667602539,40.71965789794922,-73.9831771850586,40.72675704956055,1,565,3,4,False,Night
id2677458,2016-01-01 02:36:20,-73.95108032226562,40.77885818481445,-73.98538208007812,40.72901916503906,5,1036,2,4,False,Night
id1930719,2016-01-10 03:30:18,-73.989990234375,40.75712966918945,-73.95231628417967,40.68378829956055,3,1899,3,6,False,Night
id3960548,2016-01-12 02:08:49,-74.00747680664062,40.71542739868164,-74.00389862060547,40.722286224365234,1,78,2,1,False,Night
id3389577,2016-01-22 00:14:22,-73.99161529541016,40.74957656860352,-73.94099426269531,40.69791030883789,1,2372,0,4,False,Night
id0967471,2016-01-22 00:51:09,-73.96703338623047,40.75960540771485,-73.93878936767578,40.751976013183594,1,487,0,4,False,Night
id0749525,2016-01-10 00:20:00,-73.99966430664062,40.734176635742195,-73.95328521728516,40.77141189575195,1,974,0,6,False,Night
id3748914,2016-01-30 01:11:31,-74.0055923461914,40.71916580200195,-73.99225616455078,40.72141647338867,1,663,1,5,False,Night
id2889525,2016-01-01 01:57:54,-73.95342254638672,40.775665283203125,-73.9713363647461,40.785297393798835,2,363,1,4,False,Night
id0298867,2016-01-26 03:32:34,-73.99144744873047,40.764678955078125,-73.98648834228516,40.76216125488281,5,62,3,1,False,Night
id3381016,2016-01-17 00:59:22,-73.954345703125,40.7104606628418,-73.92068481445312,40.74753189086914,1,966,0,6,False,Night
id3971218,2016-01-09 00:20:15,-74.0010986328125,40.7291145324707,-73.97913360595702,40.74775314331055,2,795,0,5,False,Night
